longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.14,37.38,26,2859,343,951,336,10.4277,500001,NEAR BAY
-122.28,37.52,27,2958,655,1285,577,4.0801,397800,NEAR OCEAN
-117.1,32.69,35,1292,272,1183,272,2.0547,98000,NEAR OCEAN
-117.9,33.64,28,2466,507,1081,465,3.9375,339800,<1H OCEAN
-118.19,34.14,38,1826,300,793,297,5.2962,291500,<1H OCEAN
-118.4,33.85,29,2085,533,919,489,5.6017,430000,<1H OCEAN
-119.76,36.81,19,4643,1429,4638,1335,1.2716,69400,INLAND
-117.81,33.73,19,5471,1345,2828,1247,3.5719,252800,<1H OCEAN
-118.44,33.99,44,305,72,156,70,5.9641,275000,<1H OCEAN
-117.65,34.1,30,1461,341,1014,345,2.4667,106000,INLAND
-118.11,33.87,33,1379,254,795,297,4.6713,231800,<1H OCEAN
-121.97,37.36,24,4841,894,2656,920,6.0573,254500,<1H OCEAN
-117.65,34.04,28,2360,607,2623,592,2.5048,100000,INLAND
-118.26,34.14,6,1727,506,1200,439,4.1083,210700,<1H OCEAN
-118.06,33.9,37,1161,254,882,236,4.4167,158000,<1H OCEAN
-118.07,33.99,41,1204,252,1002,248,3.0577,163300,<1H OCEAN
-118.24,34.2,41,2067,452,1282,455,5.5756,309900,<1H OCEAN
-118.37,34.13,28,4287,627,1498,615,8.5677,500001,<1H OCEAN
-117.93,33.71,10,2775,717,1581,633,4.1366,158800,<1H OCEAN
-117.14,32.93,12,1474,364,1009,372,4.0521,166700,<1H OCEAN
-117.98,33.84,31,1252,225,714,226,4.6042,220700,<1H OCEAN
-120.66,35.1,19,1583,392,704,269,2.1042,268300,<1H OCEAN
-119.67,36.73,27,2845,417,1219,460,4.9196,117900,INLAND
-118.12,33.86,34,2116,427,972,396,4.8516,213600,<1H OCEAN
-118.25,34.06,20,41,17,87,25,1.5491,225000,<1H OCEAN
-118.34,34.06,52,1311,310,707,290,3.4812,432800,<1H OCEAN
-117.68,34.11,16,3190,471,1414,464,5.5292,208600,INLAND
-123.72,41.09,19,1970,431,1166,363,1.8208,50000,<1H OCEAN
-117.26,34.17,30,1937,351,945,344,3.8906,123700,INLAND
-121.43,37.75,30,1912,451,1065,388,2.1424,125000,INLAND
-121.29,38.67,20,1992,363,889,346,3.6516,130500,INLAND
-118.17,33.85,39,2247,526,1670,525,3.07,173000,<1H OCEAN
-118.31,34.09,42,1951,846,2500,813,1.5195,218200,<1H OCEAN
-118.62,34.15,26,5661,791,2493,780,7.9814,409900,<1H OCEAN
-117.85,33.8,40,1461,286,1322,264,4.3269,194100,<1H OCEAN
-117.82,33.88,15,5392,895,2531,827,6.2185,280300,<1H OCEAN
-122.24,38.11,52,2050,492,1277,463,3.0507,107300,NEAR BAY
-118.5,34.26,33,2831,510,1340,504,4.8316,237300,<1H OCEAN
-118.24,33.94,34,796,180,673,144,2.0769,88300,<1H OCEAN
-119.21,34.12,15,5778,1285,1722,829,4.3427,305800,NEAR OCEAN
-117.88,33.72,36,1910,352,1593,329,3.89,170000,<1H OCEAN
-120.5,37.31,36,2162,433,1048,451,2.6797,81800,INLAND
-117.81,33.67,9,1567,299,675,294,5.2124,199600,<1H OCEAN
-117.88,34.11,18,2923,670,1751,656,3.2383,157000,<1H OCEAN
-116.94,32.82,35,1737,285,826,294,3.2411,159200,<1H OCEAN
-118.31,34.06,30,3110,1269,2535,1218,1.6987,412500,<1H OCEAN
-118.35,34.04,49,1104,266,668,297,3.0856,151600,<1H OCEAN
-122.03,37.59,16,4371,889,2530,817,4.6786,256000,NEAR BAY
-121.02,39.17,17,2277,459,1149,476,3.2303,149500,INLAND
-120.96,37.48,32,1256,212,682,236,2.9844,135900,INLAND
-118.07,34.09,40,1745,370,1293,357,2.5474,198100,<1H OCEAN
-117.76,33.53,24,2105,346,712,332,10.6349,500001,<1H OCEAN
-117.39,33.96,52,1992,345,948,358,3.2917,129300,INLAND
-118.14,33.91,32,1981,472,1371,431,3.1204,204200,<1H OCEAN
-122.04,36.96,42,538,107,200,104,2.1667,196400,NEAR OCEAN
-117.9,33.88,34,1396,245,661,261,4.675,215400,<1H OCEAN
-118.17,33.84,45,1853,328,945,320,5.0787,219200,<1H OCEAN
-116.99,32.74,17,3101,547,1410,486,3.1771,189900,<1H OCEAN
-122.42,37.75,52,1609,510,1155,439,2.2328,250000,NEAR BAY
-123.07,38.46,31,855,217,280,139,2.3611,112500,NEAR OCEAN
-121.96,37.96,28,1838,273,899,270,5.2145,229200,INLAND
-121.48,37.77,19,2364,373,1264,390,5.0176,274200,INLAND
-118.3,34.08,34,2501,1047,3326,970,1.8771,247500,<1H OCEAN
-122.4,40.62,9,4794,889,2162,865,3.1439,103100,INLAND
-122.78,38.41,43,1351,277,1011,297,2.5917,144000,<1H OCEAN
-118.14,34.04,37,1129,212,509,202,2.6146,243200,<1H OCEAN
-117.13,32.76,41,1545,420,747,415,2.375,154400,NEAR OCEAN
-119.9,36.2,43,187,38,106,40,1.875,137500,INLAND
-118.34,33.98,45,1298,294,1064,268,3.7067,136600,<1H OCEAN
-118.39,34.22,35,1790,334,1277,345,5.0818,186800,<1H OCEAN
-121.97,37.35,35,1249,232,556,247,3.925,287100,<1H OCEAN
-118.11,33.82,37,1756,345,836,335,4.375,218200,<1H OCEAN
-117,33.74,8,5330,1529,2143,1107,2.1103,94400,INLAND
-118.18,33.94,43,2724,612,2340,570,2.7,165000,<1H OCEAN
-118.39,33.87,34,2395,469,1087,438,5.9683,394600,<1H OCEAN
-118.35,34.04,36,1956,601,1672,546,1.8685,150700,<1H OCEAN
-121.89,37.38,3,4778,1047,2522,990,5.7695,271400,<1H OCEAN
-121.51,38.55,45,3032,631,1341,597,2.8417,137900,INLAND
-117.2,33.12,18,4372,736,1473,675,5.1194,247800,NEAR OCEAN
-116.93,33.93,13,7804,1594,3297,1469,2.0549,95600,INLAND
-119.74,36.71,17,5872,1250,5034,1224,2.1905,61800,INLAND
-120.26,38.13,17,301,94,122,47,4.0583,87500,INLAND
-121.64,36.66,24,3174,506,1466,535,5.2285,248100,<1H OCEAN
-120.16,37.12,29,1995,392,1261,354,1.9073,79200,INLAND
-121.93,37.33,44,1449,291,676,282,3.575,292200,<1H OCEAN
-121.63,39.18,13,1907,347,821,367,2.0978,134000,INLAND
-117.95,34.08,34,2278,476,1728,448,3.125,154100,<1H OCEAN
-123.36,39.4,21,1081,254,715,275,1.5625,71500,<1H OCEAN
-118.11,34.68,6,7430,1184,3489,1115,5.3267,140100,INLAND
-121.62,36.74,30,1337,253,838,247,5.0374,165400,<1H OCEAN
-118.29,34.09,34,2716,1114,2991,1021,1.7514,187500,<1H OCEAN
-118.3,33.79,21,1068,283,1180,274,2.5,157500,<1H OCEAN
-118.38,34.28,22,4428,825,3152,836,4.7932,166300,<1H OCEAN
-121.81,37.33,4,5532,778,3651,770,7.2982,343000,<1H OCEAN
-122.29,37.53,35,2043,511,1089,504,3.0278,310600,NEAR OCEAN
-118.28,34.06,52,1261,616,2309,581,1.6184,225000,<1H OCEAN
-118.15,33.86,36,1578,312,827,311,4.8942,194100,<1H OCEAN
-117.26,34.15,33,2271,389,1100,380,3.5978,88300,INLAND
-117.42,33.94,26,2420,532,1383,469,3.5403,113500,INLAND
-118.42,34.16,25,2769,566,1201,545,3.6641,386100,<1H OCEAN
-121.88,38.03,10,2769,619,1045,469,4.1111,158600,INLAND
-117.96,33.65,21,2030,318,910,311,7.8453,343300,<1H OCEAN
-118.15,34.03,43,2006,472,1687,463,1.7991,158800,<1H OCEAN
-117.71,34.04,17,4098,733,1859,713,2.9811,231800,INLAND
-119.71,36.73,19,3972,585,1586,560,5.2608,151400,INLAND
-118.65,34.27,23,1724,265,934,306,6.0783,229200,<1H OCEAN
-117.88,34.13,25,2559,654,1674,623,2.8547,155600,<1H OCEAN
-121.43,37.74,52,876,170,426,179,3.0865,119800,INLAND
-119.27,34.28,52,2239,420,941,397,4.125,349000,NEAR OCEAN
-121.45,38.55,19,3374,808,1412,753,1.4889,77600,INLAND
-122.32,37.57,52,499,148,318,145,2.9934,256300,NEAR OCEAN
-121.38,38.4,15,4155,637,1722,616,4.8831,154400,INLAND
-122.24,37.85,52,3726,474,1366,496,9.3959,500001,NEAR BAY
-122.08,37.72,32,2476,368,1048,367,5.6194,274700,NEAR BAY
-118.43,34.15,28,6270,1706,2549,1497,3.2241,295800,<1H OCEAN
-117.31,33.94,7,11232,1791,4218,1644,5.2713,216500,INLAND
-117.14,32.72,45,1140,310,840,339,1.6156,156300,NEAR OCEAN
-118.13,34.02,43,396,91,261,73,2.9044,172900,<1H OCEAN
-117.37,34.1,44,2087,447,1270,423,2.3889,86100,INLAND
-121.29,37.87,29,488,108,308,115,2.6563,103100,INLAND
-117.25,34.41,13,3682,668,1606,668,2.1875,119700,INLAND
-119.76,36.73,46,1347,282,854,267,1.8723,52600,INLAND
-118.15,33.93,42,1839,346,1034,339,4.9808,212300,<1H OCEAN
-117.27,34.17,16,30,3,49,8,4.625,250000,INLAND
-118.22,34.52,7,4524,735,2298,717,6.5538,311600,INLAND
-122.4,37.72,37,971,248,647,208,2.1187,239300,NEAR BAY
-119.12,35.37,13,4527,713,2170,671,4.8266,146200,INLAND
-114.66,32.74,17,1388,386,775,320,1.2049,44000,INLAND
-122.04,38.25,32,1203,287,571,255,3.0938,110400,INLAND
-121.98,38.36,30,140,35,103,35,4.163,112500,INLAND
-119.8,36.65,34,2263,423,1184,407,1.7692,74200,INLAND
-118.52,34.27,36,3204,538,1499,499,5.5649,271200,<1H OCEAN
-117.07,32.71,26,4151,823,2822,697,2.8372,123400,NEAR OCEAN
-123.34,39.5,15,2342,535,1064,433,1.8967,96600,INLAND
-118.4,34.16,35,1354,284,501,262,3.8056,384700,<1H OCEAN
-122.13,37.45,37,2295,332,933,332,6.7257,500001,NEAR BAY
-119.81,36.28,24,544,112,442,106,3.1071,56100,INLAND
-117.68,33.49,17,2232,372,1072,385,4.245,214500,<1H OCEAN
-118.13,34.09,21,3862,1186,2773,1102,2.7816,188200,<1H OCEAN
-116.96,33.94,22,1999,497,1304,479,1.4063,81900,INLAND
-122.36,37.54,23,6184,747,2165,700,10.1675,500001,NEAR OCEAN
-118.23,34.21,32,1464,406,693,380,2.5463,200000,<1H OCEAN
-118.43,34.22,34,1588,360,1080,340,3.66,184600,<1H OCEAN
-122.15,38.06,10,3008,532,1381,522,5.3661,195800,NEAR BAY
-118.54,34.26,22,5303,838,2372,807,5.6912,311800,<1H OCEAN
-121.49,38.62,8,15309,2996,7463,2885,3.9143,129700,INLAND
-121.92,36.56,40,2124,449,643,341,5.5164,369100,NEAR OCEAN
-118.22,34.05,44,1105,346,1598,372,1.2,115600,<1H OCEAN
-118.14,34.68,25,1703,342,775,309,4.5455,126500,INLAND
-122.06,37.95,36,2213,386,950,370,4.7386,186400,NEAR BAY
-117.25,34.12,17,3107,752,2160,643,1.8463,72600,INLAND
-124.08,40.99,18,3297,662,1554,578,2.6847,111300,NEAR OCEAN
-122.23,37.84,47,3175,454,1098,485,5.2868,347600,NEAR BAY
-119.24,35.68,21,1885,398,1539,388,2.5208,58500,INLAND
-118.52,34.19,42,881,170,464,163,2.9511,203900,<1H OCEAN
-118.32,33.73,25,1099,168,407,159,7.6886,500001,NEAR OCEAN
-117.09,33.71,13,1974,426,1276,408,1.972,90500,INLAND
-122.49,37.98,34,1256,178,460,174,6.4271,451700,NEAR BAY
-121.45,38.69,32,2962,526,1542,521,2.2243,89200,INLAND
-117.69,36.13,25,1709,439,632,292,1.7868,45500,INLAND
-118.25,34.14,13,3487,1131,3749,1072,2.1602,221900,<1H OCEAN
-121.83,37.28,17,3057,606,2030,602,5.2166,230900,<1H OCEAN
-117.32,34.07,52,1226,269,693,272,1.9963,76900,INLAND
-117.29,34.03,9,8185,1525,3630,1466,4.1667,197700,INLAND
-116.36,33.88,11,12557,3098,2453,1232,1.7844,78500,INLAND
-120.19,36.6,25,875,214,931,214,1.5536,58300,INLAND
-117.58,34.14,7,11818,1745,5499,1600,5.3678,231700,INLAND
-122.09,37.99,19,3073,506,1773,493,5.4496,205400,NEAR BAY
-117.88,33.83,25,1785,248,750,251,6.8407,266700,<1H OCEAN
-118.15,33.92,28,1038,252,912,245,2.5875,161200,<1H OCEAN
-118.29,33.89,35,2810,614,1578,601,3.59,200600,<1H OCEAN
-120.66,40.41,52,2081,478,1051,419,2.2992,70200,INLAND
-122.94,38.57,33,1530,266,728,250,5.1005,266700,<1H OCEAN
-117.48,33.91,22,3611,666,1869,649,4.2207,141100,INLAND
-121.44,38.69,24,3124,556,1512,555,3.1942,94900,INLAND
-122.09,37.41,8,1480,414,856,445,2.8203,284100,NEAR BAY
-121.2,38.67,26,1546,287,773,299,2.9803,115400,INLAND
-118.31,34.26,34,1797,363,948,363,4.1339,187300,<1H OCEAN
-118.47,34.19,41,1104,196,495,196,5.0929,225000,<1H OCEAN
-119.72,36.76,23,6403,NA,3573,1260,2.3006,69000,INLAND
-117.02,32.8,31,2692,445,1129,450,4.4583,170000,<1H OCEAN
-122.4,38.34,33,1408,273,520,212,3.5781,242500,<1H OCEAN
-117.89,33.86,28,1395,398,1220,362,3.3008,193800,<1H OCEAN
-121.89,37.34,20,1106,494,851,448,0.8894,350000,<1H OCEAN
-117.84,33.66,5,1688,430,857,402,3.7857,231600,<1H OCEAN
-118.74,34.26,27,3467,545,1798,493,4.8717,204100,<1H OCEAN
-122.25,38.03,15,3338,532,1834,520,5.6293,197600,NEAR BAY
-120.99,37.65,44,2848,623,1408,576,2.1487,86600,INLAND
-122.12,37.64,40,432,102,264,77,3.8875,228100,NEAR BAY
-119.72,34.42,49,1610,370,961,351,2.6983,260100,NEAR OCEAN
-121.29,38.63,24,2868,527,1284,487,3.3182,213000,INLAND
-118.12,34.6,33,2189,497,1459,443,2.3958,94500,INLAND
-122.19,37.42,47,932,167,295,116,8.4375,500001,NEAR OCEAN
-117.88,33.6,31,5488,1055,1938,964,8.8742,500001,<1H OCEAN
-122.15,37.72,29,4169,1047,2024,962,2.8125,157400,NEAR BAY
-119.82,36.8,33,1670,256,528,250,2.9471,99500,INLAND
-122.21,37.79,45,2115,533,1530,474,2.4167,139400,NEAR BAY
-120.71,38.34,16,1257,231,559,213,4.4531,144300,INLAND
-121.09,39.23,35,2637,511,1181,480,2.7813,109200,INLAND
-117.13,32.7,48,786,230,917,231,1.875,75600,NEAR OCEAN
-116.96,32.71,18,2413,533,1129,551,2.4567,155000,<1H OCEAN
-122.19,37.84,18,1617,210,533,194,11.6017,392600,NEAR BAY
-117.16,32.81,34,2275,375,1021,379,3.6371,176300,NEAR OCEAN
-117.91,33.89,30,1631,212,523,216,7.875,351900,<1H OCEAN
-122.13,37.4,29,6027,1195,2687,1171,5.1335,461200,NEAR BAY
-118.08,33.93,34,1558,375,1179,337,3.2188,165100,<1H OCEAN
-121.43,38.66,35,1814,367,1076,372,2.7179,81100,INLAND
-117.97,33.77,20,1988,424,1277,425,2.9414,162200,<1H OCEAN
-121.82,37.28,33,2873,489,1946,475,5.0709,176400,<1H OCEAN
-118.28,33.95,40,2044,538,2150,524,2.1437,94800,<1H OCEAN
-120.59,37.39,16,4717,1119,3589,1017,2.1061,72800,INLAND
-122.72,38.42,26,1168,253,937,248,1.9458,146000,<1H OCEAN
-121.88,39.74,12,14631,3298,7517,3262,1.6785,153100,INLAND
-121.96,36.99,23,3209,748,1423,666,2.7375,238000,NEAR OCEAN
-118.21,34.05,26,745,258,694,236,1.3846,129200,<1H OCEAN
-118.52,34.36,5,4222,712,2024,646,5.8703,500001,<1H OCEAN
-118.53,34.45,10,5509,969,3002,959,5.5981,220100,<1H OCEAN
-121.97,37.36,34,884,153,534,154,6.0116,271200,<1H OCEAN
-117.95,34.09,21,2215,484,1792,419,2.8375,166500,<1H OCEAN
-118.36,33.91,36,2064,474,1366,421,4.1,243100,<1H OCEAN
-118.14,33.79,45,1519,263,681,267,4.6452,212500,NEAR OCEAN
-122.29,37.55,27,3789,874,2243,866,4.39,270100,NEAR OCEAN
-121.68,39.13,17,1969,297,717,268,3.4698,179700,INLAND
-122.45,37.67,35,491,98,274,97,4.4286,238600,NEAR OCEAN
-117.99,33.89,21,5195,1020,2539,988,4.5033,160500,<1H OCEAN
-121.95,37.78,4,14652,2826,5613,2579,6.3942,356700,<1H OCEAN
-118.32,33.88,37,1402,254,722,251,6.4781,269000,<1H OCEAN
-117.08,32.76,20,2547,785,1199,643,1.7743,140300,NEAR OCEAN
-118.31,34.06,31,2827,1084,3107,993,2.0278,360000,<1H OCEAN
-117.7,33.5,4,2351,445,834,397,5.5677,245400,<1H OCEAN
-118.12,34.01,33,1956,478,1472,464,1.9867,166300,<1H OCEAN
-118.03,33.97,36,2149,527,1359,481,2.824,167900,<1H OCEAN
-121.83,37.99,18,2741,449,1507,460,4.7566,142500,INLAND
-122.47,37.75,51,2413,431,1095,437,4.0089,357000,NEAR BAY
-117.27,32.83,35,1420,193,469,177,8.0639,500001,NEAR OCEAN
-119.81,34.46,22,3488,452,1479,458,7.1687,384400,NEAR OCEAN
-122.32,37.54,34,3661,692,1608,656,5.0774,407200,NEAR OCEAN
-118.48,34.24,32,2621,412,1285,414,6.6537,267600,<1H OCEAN
-122.11,37.69,37,2444,651,1562,618,2.6464,155200,NEAR BAY
-117.81,34.12,23,7063,1176,3100,1112,4.8229,192600,INLAND
-122.25,37.84,52,3549,707,1551,714,3.6912,261100,NEAR BAY
-121.72,38,7,7957,1314,4460,1293,4.9618,156500,INLAND
-122.2,37.47,44,1927,332,846,362,4.2083,278200,NEAR BAY
-121.81,37.35,29,2396,452,2000,481,4.375,185500,<1H OCEAN
-122.49,37.86,35,2729,538,969,528,6.7669,500001,NEAR BAY
-118.09,33.81,36,1878,323,846,325,7.1937,254400,<1H OCEAN
-118.13,34.16,52,1787,427,1107,410,2.5664,215000,<1H OCEAN
-117.44,34.09,24,3477,831,2541,753,2.3682,97400,INLAND
-122.16,38.05,34,2434,428,926,423,4.6776,208300,NEAR BAY
-118.94,35.37,37,1667,362,971,335,2.875,57400,INLAND
-118.14,34.13,49,4438,803,1650,741,5.1072,479700,<1H OCEAN
-118.21,34.18,14,2672,335,1113,318,12.1579,500001,<1H OCEAN
-120.48,37.31,42,2361,512,1684,511,2.355,75600,INLAND
-117.22,32.75,26,617,112,251,110,3.8036,162000,NEAR OCEAN
-118.09,33.93,36,1585,323,1205,343,4.5306,183400,<1H OCEAN
-119.72,34.43,30,2491,656,1091,576,2.5139,279500,<1H OCEAN
-120.91,39.39,16,352,105,226,82,1.6094,79500,INLAND
-117.71,33.58,2,2530,562,1066,510,4.6336,187500,<1H OCEAN
-118.53,34.2,33,3270,818,2118,763,3.225,205300,<1H OCEAN
-122.06,37.4,21,12855,3226,7273,3052,4.3351,267400,NEAR BAY
-120.29,36.88,34,1391,297,943,281,2.4219,83900,INLAND
-121.84,36.52,18,3165,533,1312,434,6.5234,357400,NEAR OCEAN
-122.02,37.3,32,2134,328,903,322,6.359,341900,<1H OCEAN
-121.38,38.41,7,6091,921,2916,886,4.7557,150400,INLAND
-118.21,34.07,31,1453,404,1486,389,2.3859,153100,<1H OCEAN
-118.11,34.06,32,1273,344,1148,368,2.1061,214700,<1H OCEAN
-121.8,40.34,26,4815,910,1341,539,2.881,79800,INLAND
-122.18,37.77,27,909,236,396,157,2.0786,97500,NEAR BAY
-118.04,33.72,14,4494,1048,2222,963,4.7821,169400,<1H OCEAN
-122.01,38.44,12,2344,354,1035,321,4.9773,281200,INLAND
-122.49,38.27,8,5092,988,1657,936,3.5625,213200,NEAR BAY
-122.52,37.92,47,793,163,334,151,5.8509,317800,NEAR BAY
-117.02,34.89,29,3111,661,1530,608,2.8281,69300,INLAND
-118.16,33.9,28,2410,616,2399,594,2.7339,156700,<1H OCEAN
-119.02,35.37,44,2687,620,1521,549,1.7213,61600,INLAND
-118.38,33.95,35,3259,967,2003,920,3.2708,400000,<1H OCEAN
-122.11,37.7,19,2693,789,1765,724,2.4206,137500,NEAR BAY
-118.35,34.52,14,3490,592,1710,580,5.9171,333300,INLAND
-120.92,39.56,48,1276,292,358,145,1.875,66600,INLAND
-120.6,37.35,34,1722,316,904,315,2.4653,66100,INLAND
-117.3,34.24,38,4116,949,1196,422,3.5625,96500,INLAND
-122.93,38.02,28,1284,265,628,219,3.5469,200000,NEAR OCEAN
-119.8,36.72,15,1908,417,1383,375,1.0472,57800,INLAND
-122.33,37.94,47,1882,361,797,342,3.5848,140800,NEAR BAY
-119.86,36.82,12,1488,253,675,223,4.7622,89300,INLAND
-118.09,34,35,1580,331,1290,338,4.1458,162500,<1H OCEAN
-118.32,33.97,52,1590,302,844,295,2.7139,164900,<1H OCEAN
-117.95,34.05,34,1428,227,890,249,5.8722,204800,<1H OCEAN
-121.44,38.73,25,1287,224,727,236,4.7396,135500,INLAND
-118.23,35.48,17,2354,514,775,380,1.8369,59400,INLAND
-120.84,35.3,15,2062,327,781,316,4.9359,317700,NEAR OCEAN
-117.57,33.87,33,2076,517,1374,480,2.2197,138200,INLAND
-117.26,33.06,11,2660,352,1226,366,7.6832,319800,NEAR OCEAN
-118.31,34.05,42,443,223,582,223,2.2937,350000,<1H OCEAN
-122,38.03,4,2341,408,1235,431,6.0424,165900,INLAND
-118.12,34.16,52,2218,437,1211,422,5.0237,241900,<1H OCEAN
-118.22,33.83,42,1370,299,1018,328,4.4474,160200,<1H OCEAN
-118.23,34.13,48,737,166,462,131,3.5893,212500,<1H OCEAN
-119.05,34.24,24,4341,646,1929,703,5.4298,279600,<1H OCEAN
-117.2,33.07,5,10394,1617,4496,1553,5.9289,411300,NEAR OCEAN
-121.49,38.57,38,2410,967,1091,829,1.2209,87900,INLAND
-118.29,33.91,31,2025,618,2231,593,2.4741,151200,<1H OCEAN
-119.94,38.95,25,1789,536,1134,396,2.32,91300,INLAND
-122.69,39.04,9,254,50,66,29,2.7639,112500,INLAND
-117.99,33.93,27,3708,718,1921,721,4.375,210400,<1H OCEAN
-118.39,33.89,30,2532,464,1056,419,6.3434,460400,<1H OCEAN
-118.21,33.9,35,2420,579,2010,540,2.0817,104600,<1H OCEAN
-121.8,37.31,15,1807,378,1277,341,4.5045,164500,<1H OCEAN
-117.03,32.78,17,5481,1618,2957,1537,2.5707,171300,<1H OCEAN
-117.12,34.06,38,281,55,151,52,1.3906,120800,INLAND
-117.55,34,17,3583,700,1587,719,2.6979,75000,INLAND
-117,32.73,17,6050,1143,3424,1131,3.7647,127600,<1H OCEAN
-121.96,38.02,35,2691,542,1409,505,3.016,95300,INLAND
-118.01,33.85,29,2064,447,1265,400,3.8864,209300,<1H OCEAN
-122.43,37.77,52,2416,620,1188,591,2.3887,337500,NEAR BAY
-118.08,34.12,27,1685,341,757,317,4.2434,270500,<1H OCEAN
-120.04,36.93,11,3606,699,2074,644,2.6941,63300,INLAND
-121.02,37.68,25,3262,588,1834,578,3.996,114500,INLAND
-121.37,38.68,29,3757,646,2022,611,3.5429,88200,INLAND
-118.47,34.06,26,6577,1789,2937,1652,4.801,500001,<1H OCEAN
-117.91,33.76,22,7531,1569,5254,1523,3.8506,167400,<1H OCEAN
-121.43,37.73,40,1718,391,1312,388,2.9955,134700,INLAND
-118.12,34.08,52,1437,290,980,282,5.3032,245700,<1H OCEAN
-118.13,34.1,24,4670,1185,2478,1107,3.1975,252400,<1H OCEAN
-119.34,37.12,23,1881,380,64,37,3.875,125000,INLAND
-117.27,34.08,38,1093,256,856,212,1.4279,73000,INLAND
-119.07,35.35,24,4119,865,1294,879,2.4123,86200,INLAND
-117.94,34.05,34,1729,324,1341,324,3.7708,163500,<1H OCEAN
-118.55,34.38,24,6246,1028,2803,999,6.3002,282900,<1H OCEAN
-122.14,37.47,36,2081,412,1931,373,3.7917,160600,NEAR BAY
-122.3,38.3,21,1108,269,524,274,2.7619,154600,NEAR BAY
-118.31,34.1,33,766,347,918,305,1.705,350000,<1H OCEAN
-118.32,34.08,52,2370,473,1053,434,4.1429,380300,<1H OCEAN
-121.82,37.37,40,802,149,445,143,4.0446,196300,<1H OCEAN
-119.54,36.61,20,1490,318,1474,326,1.4937,54700,INLAND
-117.98,33.83,32,1133,166,523,187,6.213,230800,<1H OCEAN
-122.4,40.58,40,3895,929,1782,910,1.3329,78200,INLAND
-121.62,39.12,26,1405,204,627,215,4.2188,94200,INLAND
-122.2,37.83,26,1589,223,542,211,8.401,351200,NEAR BAY
-118.14,34.15,17,1896,674,971,652,0.8438,175000,<1H OCEAN
-122.27,37.47,44,3022,473,1235,477,6.7058,495900,NEAR OCEAN
-122.41,37.76,52,2605,678,2071,611,3.2964,265000,NEAR BAY
-116.94,34.24,27,12342,2630,1300,566,1.998,153500,INLAND
-118.43,34.18,33,2717,662,1546,597,3.9099,267500,<1H OCEAN
-119.4,36.55,19,3000,628,2202,590,2.5141,67400,INLAND
-117.12,32.75,25,2222,634,1025,568,1.64,130000,NEAR OCEAN
-121.26,38.69,17,3917,638,1809,564,5.2586,137000,INLAND
-118.42,34.23,34,1550,279,1011,288,4.5375,189000,<1H OCEAN
-121.29,37.98,42,625,143,533,159,2.625,65400,INLAND
-121.02,36.94,33,1541,313,880,272,2.5074,117700,INLAND
-121.97,37,25,990,166,522,185,4.8269,272900,NEAR OCEAN
-122.07,38,37,978,202,462,184,3.625,156300,NEAR BAY
-117.65,34.08,35,2621,391,1074,391,4.7176,166400,INLAND
-122.19,37.79,50,954,217,546,201,2.6667,172800,NEAR BAY
-117.62,34.02,16,2040,325,1207,324,5.0431,164100,INLAND
-119.72,36.32,40,1185,221,676,256,2.2721,52600,INLAND
-122.26,37.85,52,2202,434,910,402,3.2031,281500,NEAR BAY
-122.5,38.82,12,2394,443,877,341,2.5625,109200,INLAND
-122.07,37.92,26,3872,739,1629,684,4.4312,225000,NEAR BAY
-118.42,33.9,43,1394,321,552,296,5.9596,500001,<1H OCEAN
-118.32,33.9,36,1520,300,831,291,4.0473,212100,<1H OCEAN
-117.71,34.08,29,1276,283,1216,316,2.5972,134300,INLAND
-120.93,37.66,10,7566,1348,3227,1199,4.744,148100,INLAND
-117.13,33.89,4,1611,239,275,84,3.5781,244400,INLAND
-122.16,37.73,49,1699,408,768,385,2.8301,171600,NEAR BAY
-118.24,33.92,44,1079,210,601,182,2.2411,106400,<1H OCEAN
-118.71,34.3,20,1586,187,699,209,6.5483,335000,<1H OCEAN
-122.44,37.72,48,2675,585,1773,540,3.9565,268500,NEAR BAY
-117.24,34.04,5,1775,234,726,222,7.978,223900,INLAND
-122.41,37.79,52,3610,1286,1504,1047,3.2059,500001,NEAR BAY
-117.32,34.07,26,971,245,592,207,2.1125,84000,INLAND
-121.9,36.93,22,7281,1233,1849,832,5.3276,335500,NEAR OCEAN
-121.27,38.62,13,2321,539,1066,497,2.7652,95600,INLAND
-117.09,32.64,20,1999,651,1302,592,1.6321,57500,NEAR OCEAN
-121.29,38.36,17,2193,386,1148,372,4.5272,191700,INLAND
-118.04,33.85,23,3132,469,1646,478,5.777,315900,<1H OCEAN
-121.96,37.94,26,3084,505,1557,501,5.1582,194700,INLAND
-121.3,37.97,52,2980,537,1128,510,4.061,113600,INLAND
-116.93,33.74,15,3757,666,1693,654,3.6806,112800,INLAND
-119.76,36.76,23,3800,1003,3786,917,1.4766,50600,INLAND
-118.22,34.05,34,1113,NA,928,290,3.1654,155000,<1H OCEAN
-118.08,33.92,39,1631,322,1034,328,4.5382,165700,<1H OCEAN
-117.95,33.87,34,1599,296,938,307,4.285,184900,<1H OCEAN
-122.03,37.93,21,4712,624,1773,615,6.0918,344800,NEAR BAY
-122.32,38,32,2275,397,1233,418,4.0437,162800,NEAR BAY
